varietal,country,alcohol_pct,acidity,sweetness,tannin,body,complexity,persistence,rating,price_segment,aging_potential_years,aroma_red_fruit,aroma_black_fruit,aroma_floral,aroma_spice,aroma_wood,aroma_mineral,aroma_herbal,aroma_white_yellow_fruit
Cabernet Sauvignon,Australia,14.9,4,5,2,4,4,2,94.6,Ultra Premium,5,0,1,1,0,0,1,1,1
Torrontes,USA,12.9,2,4,3,2,3,1,90.6,Premium,4,1,0,0,1,0,1,1,1
Bonarda,Portugal,13.9,4,5,2,4,3,3,80.6,Ultra Premium,4,1,0,0,0,1,0,0,0
Sangiovese,Argentina,12.9,3,1,3,1,3,4,97.6,Ultra Premium,17,1,1,0,0,0,1,0,0
Pinot Noir,USA,11.6,3,1,5,3,2,1,81.7,Ultra Premium,9,0,1,0,1,0,1,1,0
Bonarda,Italy,12.4,5,2,3,5,5,5,80.3,Ultra Premium,12,1,0,0,1,1,0,0,0
Malbec,Chile,15.0,3,5,5,4,1,3,86.2,Icon,8,1,0,1,0,1,1,1,0
Pinot Noir,USA,14.2,4,1,1,2,4,2,84.6,Premium,16,1,1,1,0,0,0,0,1
Garnacha,France,11.6,4,5,3,2,5,5,92.6,Premium,8,0,1,0,1,0,1,1,0
Semillon,Argentina,14.8,5,4,1,3,1,5,93.7,Entry,16,0,1,1,0,1,0,0,1
Chenin Blanc,Chile,11.8,5,4,4,2,1,2,97.6,Ultra Premium,2,0,1,0,1,0,1,1,1
Chenin Blanc,USA,12.3,3,1,5,5,2,5,81.4,Icon,18,0,1,0,1,0,0,0,1
Malbec,USA,14.2,1,1,3,5,1,5,86.5,Icon,11,0,1,0,1,1,1,1,0
Malbec,Spain,13.9,3,5,5,2,4,3,89.8,Premium,4,1,0,0,1,1,1,0,0
Malbec,Italy,14.8,2,1,3,1,5,5,81.4,Icon,6,0,0,1,0,0,0,1,0
Bonarda,USA,13.5,1,2,4,2,3,3,91.7,Ultra Premium,8,1,0,1,0,1,0,0,0
Nebbiolo,Portugal,14.6,2,5,5,2,1,5,93.9,Premium,15,0,0,1,0,0,0,1,0
Cabernet Sauvignon,Chile,12.2,5,3,3,4,2,5,89.2,Premium,17,1,0,1,0,1,0,0,0
Semillon,Portugal,13.6,1,4,5,3,2,2,82.4,Entry,10,0,1,0,1,0,0,1,1
Cabernet Franc,Spain,11.4,4,1,5,1,5,5,89.9,Ultra Premium,5,1,0,0,1,0,0,1,0
Chenin Blanc,Australia,14.5,2,4,5,3,4,5,95.8,Icon,11,0,0,1,0,1,1,1,1
Riesling,France,13.7,2,1,4,4,1,3,86.9,Premium,8,0,1,1,0,0,1,1,1
Chardonnay,Chile,14.4,4,5,1,1,5,4,94.6,Entry,18,0,1,1,1,1,0,0,1
Riesling,Germany,14.1,4,2,5,2,4,4,85.5,Ultra Premium,4,1,0,0,1,0,1,0,1
Semillon,USA,14.7,4,5,4,1,3,5,86.3,Entry,11,0,1,1,0,0,0,1,1
Cabernet Franc,USA,13.3,4,4,2,1,1,5,88.9,Premium,17,1,0,1,1,0,1,1,1
Nebbiolo,Chile,12.4,4,3,4,2,2,5,88.4,Ultra Premium,6,1,1,0,0,0,0,1,0
Torrontes,Germany,13.9,1,3,2,1,4,2,95.0,Ultra Premium,15,0,1,1,0,0,0,0,1
Cabernet Sauvignon,Italy,11.3,1,2,3,1,3,1,95.7,Icon,5,1,0,1,1,0,0,1,0
Semillon,Portugal,15.2,5,1,5,1,4,4,85.7,Premium,10,1,0,0,1,0,1,0,1
Bonarda,Spain,13.8,3,1,2,2,4,3,92.8,Ultra Premium,3,1,0,1,1,0,1,0,1
Nebbiolo,Germany,13.1,1,4,2,4,2,4,84.8,Ultra Premium,13,0,1,0,1,0,1,1,1
Torrontes,Italy,12.7,3,3,3,4,1,3,88.8,Entry,17,0,0,1,0,0,0,0,1
Cabernet Franc,France,11.0,1,3,5,1,3,5,96.1,Ultra Premium,9,0,1,1,1,1,0,1,0
Nebbiolo,Australia,14.6,4,4,1,3,4,2,92.2,Premium,7,1,0,1,1,0,0,1,1
Riesling,Italy,12.3,4,4,4,2,2,5,81.7,Icon,16,0,1,1,0,1,0,0,1
Sauvignon Blanc,Australia,11.3,3,1,2,1,4,5,83.1,Ultra Premium,1,0,1,0,1,0,0,1,1
Sauvignon Blanc,Germany,12.1,1,4,4,3,1,1,92.0,Premium,2,1,0,1,0,0,0,0,1
Torrontes,Italy,11.2,2,1,3,2,1,5,92.5,Premium,19,1,0,1,1,1,1,0,1
Nebbiolo,Germany,14.6,2,1,4,1,5,1,91.8,Premium,8,0,0,1,1,0,1,1,0
Chardonnay,Germany,12.7,4,5,2,5,4,3,95.5,Entry,16,0,1,1,1,0,0,1,1
Chenin Blanc,USA,14.3,1,1,3,1,4,2,96.2,Icon,16,0,0,1,0,1,1,1,1
Chenin Blanc,France,12.9,5,4,2,3,3,1,84.7,Premium,12,1,0,0,1,0,0,0,1
Sauvignon Blanc,Argentina,14.0,4,2,1,3,3,4,87.3,Icon,5,1,0,1,0,0,1,1,1
Nebbiolo,France,14.5,3,4,5,1,1,3,90.6,Ultra Premium,5,0,1,1,1,0,0,0,0
Torrontes,Argentina,12.3,3,3,4,4,4,1,81.9,Icon,8,0,1,1,0,1,0,1,1
Carmenere,Argentina,15.0,2,4,2,3,5,3,80.7,Entry,7,1,1,1,0,1,0,1,0
Torrontes,Spain,13.7,5,5,3,1,5,2,94.9,Ultra Premium,10,0,0,0,1,0,0,1,1
Sangiovese,USA,11.8,4,4,5,3,4,5,88.9,Premium,7,1,0,0,1,1,0,1,0
Sauvignon Blanc,Italy,13.0,2,3,1,4,2,3,87.6,Ultra Premium,10,0,1,0,0,1,1,1,1
Merlot,Italy,15.3,1,5,1,3,4,5,87.4,Entry,9,1,1,1,0,0,1,1,1
Cabernet Sauvignon,Portugal,12.1,5,2,3,5,5,5,96.3,Ultra Premium,14,0,0,0,1,1,1,1,0
Cabernet Franc,France,11.3,2,5,4,5,1,2,86.8,Ultra Premium,3,0,0,0,0,0,0,0,0
Sangiovese,USA,12.5,4,2,3,3,1,5,87.0,Premium,19,1,1,1,1,1,1,0,0
Chenin Blanc,Germany,11.1,1,3,1,5,1,3,97.8,Ultra Premium,9,0,0,1,0,1,1,1,1
Cabernet Sauvignon,Spain,11.8,1,3,3,5,4,5,94.1,Entry,11,1,1,0,0,0,1,1,0
Cabernet Franc,Chile,14.2,5,4,5,1,1,3,82.7,Premium,9,0,1,0,1,0,0,0,0
Zinfandel,Australia,11.8,2,3,5,4,3,3,85.5,Entry,2,0,0,0,1,1,1,1,0
Riesling,Chile,13.5,1,5,2,2,1,2,86.3,Ultra Premium,7,0,1,0,1,0,1,1,1
Garnacha,Spain,14.1,4,1,5,3,2,2,88.7,Premium,14,0,0,1,0,1,1,0,0
Semillon,Portugal,13.7,2,1,4,3,5,2,95.8,Ultra Premium,3,0,1,1,1,0,0,0,1
Pinot Noir,Italy,12.4,1,1,1,3,2,3,92.2,Icon,13,0,0,1,1,0,1,1,1
Cabernet Franc,Italy,13.1,1,1,1,3,5,1,85.7,Premium,15,0,1,0,0,1,1,1,0
Nebbiolo,Australia,14.9,3,4,1,5,2,2,86.8,Premium,10,1,1,0,0,0,1,0,1
Garnacha,USA,12.0,1,4,5,5,3,4,89.3,Ultra Premium,12,1,0,0,0,1,1,0,0
Tempranillo,Argentina,13.5,3,2,2,2,4,4,82.0,Entry,15,1,1,1,0,1,0,1,0
Bonarda,Argentina,14.9,2,3,2,2,1,3,82.0,Premium,14,0,0,0,1,1,1,0,0
Cabernet Sauvignon,Australia,14.7,3,4,3,5,5,4,86.9,Premium,14,1,1,1,1,1,0,1,0
Torrontes,Chile,12.6,1,1,1,4,1,3,84.8,Ultra Premium,6,1,0,0,0,0,1,0,1
Chardonnay,France,15.4,5,1,3,2,5,5,81.7,Premium,2,1,0,0,1,0,1,1,1
Chardonnay,Australia,15.2,2,5,2,5,5,1,92.2,Ultra Premium,7,1,0,1,1,0,1,1,1
Tempranillo,France,15.0,5,5,2,2,4,4,95.4,Ultra Premium,19,0,1,1,1,0,0,1,1
Carmenere,Germany,13.4,4,5,2,1,5,5,90.3,Entry,5,0,0,0,0,1,1,0,0
Nebbiolo,France,11.3,5,1,2,4,1,1,84.8,Ultra Premium,17,0,1,1,0,1,0,0,0
Syrah,Argentina,12.7,3,2,1,4,5,2,89.4,Ultra Premium,5,0,0,0,0,1,0,1,0
Sauvignon Blanc,Australia,14.8,3,1,2,1,5,3,96.9,Icon,18,1,0,0,1,0,0,1,1
Nebbiolo,Chile,15.4,4,3,3,2,4,5,88.0,Icon,8,1,1,0,1,1,1,1,0
Riesling,USA,12.3,4,4,2,2,1,5,96.8,Premium,2,0,0,0,0,1,0,1,1
Sauvignon Blanc,Italy,11.8,3,1,4,5,2,1,94.2,Entry,16,0,0,0,0,0,1,0,1
Semillon,France,12.6,3,5,1,5,1,4,95.2,Ultra Premium,8,1,0,1,0,0,1,1,1
Cabernet Franc,France,14.3,3,4,1,5,2,1,82.1,Ultra Premium,1,1,0,0,1,1,0,1,0
Riesling,Germany,13.7,1,1,5,4,4,1,96.9,Premium,15,1,1,0,1,1,0,1,1
Torrontes,Germany,11.4,1,3,4,2,2,2,90.6,Icon,6,1,1,1,0,1,1,0,1
Sauvignon Blanc,Australia,14.2,2,2,1,4,5,4,82.1,Premium,15,0,0,1,0,0,1,1,1
Zinfandel,Argentina,14.5,4,5,1,5,4,5,81.2,Ultra Premium,14,1,0,0,1,1,1,1,0
Garnacha,Chile,13.6,2,2,5,3,2,4,95.1,Ultra Premium,16,1,1,0,0,0,1,0,0
Garnacha,Chile,15.0,1,1,5,5,2,5,87.5,Premium,4,0,0,0,1,0,1,1,0
Zinfandel,USA,11.6,4,2,4,4,3,4,90.9,Entry,5,1,0,0,0,0,0,1,0
Malbec,Australia,13.2,5,2,4,2,2,5,95.3,Entry,6,0,0,1,0,1,0,1,0
Sauvignon Blanc,Spain,14.4,4,1,3,5,1,1,96.9,Icon,11,0,1,0,1,0,0,1,1
Cabernet Franc,Chile,12.8,4,5,5,4,4,3,93.4,Icon,3,0,0,1,0,0,0,0,0
Malbec,Italy,11.8,3,4,4,1,3,1,92.7,Ultra Premium,1,0,1,0,1,0,0,0,0
Cabernet Sauvignon,France,11.5,4,1,2,4,2,3,96.5,Entry,11,0,0,1,1,0,0,0,1
Tempranillo,Germany,11.4,1,1,3,3,2,3,92.5,Premium,3,1,0,0,0,0,1,0,0
Merlot,Spain,14.4,4,3,4,5,3,3,88.5,Premium,4,0,1,0,0,1,1,0,0
Malbec,Chile,11.7,5,5,4,2,2,5,92.5,Entry,17,0,0,0,1,1,0,0,0
Riesling,Australia,12.0,4,2,2,1,5,1,92.1,Premium,8,1,1,1,1,1,1,1,1
Bonarda,Spain,11.6,2,2,3,2,5,5,82.5,Ultra Premium,12,1,0,1,0,1,1,0,0
Zinfandel,Australia,12.8,3,2,5,2,3,5,81.3,Icon,4,0,1,0,1,1,1,0,0
Cabernet Franc,France,12.0,4,5,5,2,2,5,85.7,Entry,13,1,1,0,1,1,1,1,0
Carmenere,Spain,13.9,3,1,1,2,3,2,91.7,Premium,15,1,0,1,1,0,1,1,1
Riesling,Argentina,15.2,3,1,5,4,2,2,82.0,Premium,9,0,1,0,0,1,0,1,1
Torrontes,Argentina,12.8,5,5,5,5,2,5,85.4,Entry,19,0,0,1,0,1,0,1,1
Semillon,Portugal,15.5,4,2,2,3,5,4,90.1,Entry,13,1,0,0,1,1,0,0,1
Cabernet Sauvignon,Australia,11.7,2,1,3,5,4,3,84.4,Entry,3,1,1,1,0,1,0,1,0
Pinot Noir,Chile,13.3,3,5,3,4,5,1,94.3,Entry,19,0,0,0,1,0,0,1,0
Sauvignon Blanc,Argentina,11.3,5,2,4,2,2,4,95.6,Premium,9,0,0,0,1,1,1,1,1
Sangiovese,Chile,11.1,3,3,3,5,4,3,98.0,Icon,3,1,0,0,1,0,1,0,0
Nebbiolo,Italy,13.4,3,1,5,4,1,2,97.1,Ultra Premium,15,1,1,0,1,0,0,0,0
Malbec,USA,15.4,2,3,3,2,1,2,91.6,Ultra Premium,5,1,1,1,0,1,1,0,0
Riesling,Portugal,11.8,3,4,3,2,4,3,97.2,Ultra Premium,2,0,1,1,0,1,1,0,1
Bonarda,Australia,11.8,5,2,2,5,3,3,88.1,Premium,14,0,1,0,0,1,1,0,0
Torrontes,Germany,12.6,4,1,3,2,4,4,96.2,Premium,5,0,0,0,0,0,1,1,1
Bonarda,Portugal,15.4,5,1,4,5,4,5,86.3,Premium,16,1,1,1,0,0,1,0,0
Zinfandel,Argentina,12.3,4,3,1,1,3,1,88.7,Entry,4,1,0,1,0,0,1,0,1
Tempranillo,Australia,13.5,4,1,2,2,1,1,83.4,Ultra Premium,9,1,1,1,1,0,0,1,1
Zinfandel,Australia,14.2,3,4,3,2,5,2,84.1,Premium,15,0,1,1,1,0,1,1,0
Tempranillo,Chile,13.7,2,1,4,4,1,1,95.2,Premium,17,1,0,1,0,1,0,0,0
Pinot Noir,Italy,13.8,5,1,1,2,3,5,96.7,Icon,4,0,0,0,1,1,0,0,0
Garnacha,Portugal,15.2,3,1,3,5,4,5,91.4,Entry,8,1,1,0,1,0,0,1,0
Chardonnay,Portugal,13.4,3,3,1,2,3,2,91.8,Icon,1,1,0,0,1,0,1,1,1
Merlot,Australia,13.5,5,3,3,4,1,2,86.4,Premium,6,0,0,1,1,0,0,1,0
Riesling,France,11.7,4,4,4,2,1,1,97.6,Ultra Premium,13,0,0,0,1,0,1,1,1
Semillon,Germany,15.0,4,4,4,5,1,2,88.4,Entry,3,1,1,1,0,1,1,1,1
Pinot Noir,Argentina,13.6,1,2,1,1,2,5,89.9,Icon,8,0,1,0,1,0,0,0,0
Nebbiolo,Australia,12.6,1,1,5,4,5,2,81.4,Icon,10,1,0,1,0,1,1,1,0
Nebbiolo,Portugal,13.2,1,2,1,1,2,2,83.3,Icon,18,0,1,0,0,0,0,0,0
Riesling,Australia,13.1,5,5,5,5,1,1,81.3,Ultra Premium,14,1,1,0,0,1,1,1,1
Carmenere,Australia,13.2,1,1,1,1,4,3,92.4,Icon,8,1,0,0,1,0,1,0,1
Torrontes,Portugal,15.5,3,5,2,3,1,4,84.1,Premium,15,0,1,1,1,0,0,1,1
Garnacha,Portugal,13.1,3,2,4,5,2,5,90.7,Icon,3,0,0,0,0,1,1,0,0
Cabernet Sauvignon,Germany,11.8,5,1,3,1,2,1,93.9,Ultra Premium,17,1,0,0,0,1,0,0,0
Tempranillo,France,14.6,1,4,2,4,3,1,97.2,Premium,6,1,0,0,1,0,0,0,0
Nebbiolo,France,15.3,4,3,1,4,4,3,84.5,Entry,6,0,0,1,0,0,1,0,1
Bonarda,Argentina,11.9,4,1,2,4,3,2,91.0,Entry,15,0,0,1,0,1,0,1,0
Malbec,France,14.4,2,2,3,2,3,2,81.5,Icon,18,1,1,1,1,0,0,0,0
Merlot,USA,14.2,1,2,1,5,2,1,89.7,Ultra Premium,5,0,1,1,0,0,1,1,1
Bonarda,France,13.2,3,5,4,5,3,2,95.8,Icon,6,1,0,1,1,0,1,0,0
Semillon,USA,11.9,4,4,4,4,3,2,87.3,Ultra Premium,16,1,0,1,1,0,0,0,1
Zinfandel,Italy,14.6,2,3,5,4,1,3,80.7,Entry,8,0,0,0,1,1,0,0,0
Syrah,Australia,15.4,5,1,5,1,3,2,88.1,Icon,16,1,0,1,0,0,1,0,0
Torrontes,Chile,13.9,1,1,5,3,1,2,95.6,Icon,16,1,0,0,0,0,1,1,1
Merlot,Italy,11.5,1,3,1,1,3,2,89.5,Premium,10,0,1,0,1,1,1,0,0
Torrontes,USA,12.3,2,1,2,2,3,1,97.1,Premium,19,0,0,1,0,1,0,0,1
Sangiovese,Spain,11.0,4,5,1,2,4,2,93.3,Premium,19,0,0,0,1,0,0,0,0
Merlot,Spain,14.3,4,2,2,2,3,2,89.1,Ultra Premium,5,1,0,1,1,0,1,0,1
Sangiovese,Spain,14.2,5,3,5,1,4,3,81.7,Icon,17,0,1,1,0,0,1,0,0
Semillon,Portugal,14.8,1,4,4,3,3,1,85.3,Icon,17,1,1,1,1,0,1,0,1
Riesling,USA,13.5,4,2,2,1,1,1,81.8,Icon,16,0,1,1,1,0,1,1,1
Garnacha,France,12.1,1,3,4,1,3,2,84.6,Ultra Premium,8,1,0,0,1,1,0,0,0
Cabernet Franc,Germany,12.6,3,1,5,4,5,1,85.0,Premium,6,1,0,1,0,1,0,1,0
Riesling,Portugal,12.4,4,5,2,5,4,4,86.7,Premium,18,1,1,0,0,1,0,1,1
Sangiovese,Portugal,14.9,4,5,4,3,4,4,93.7,Premium,13,1,0,1,1,1,0,0,0
Pinot Noir,Australia,14.6,3,1,5,5,3,3,90.4,Entry,13,0,1,1,0,0,0,0,0
Cabernet Franc,Argentina,11.7,2,5,1,2,2,1,96.3,Icon,2,0,1,0,0,1,0,1,0
Semillon,Portugal,11.4,2,4,1,4,4,4,94.4,Ultra Premium,5,1,1,1,0,1,1,1,1
Sangiovese,Chile,13.1,2,4,2,1,5,5,95.9,Ultra Premium,17,0,1,0,0,1,0,1,0
Carmenere,France,12.6,1,5,5,3,5,5,85.0,Icon,2,1,0,1,1,1,1,0,0
Chardonnay,France,12.2,2,4,2,5,5,1,91.3,Ultra Premium,1,1,0,1,1,0,1,0,1
Bonarda,Portugal,13.6,4,3,5,5,4,1,91.2,Entry,13,0,1,1,1,0,0,0,0
Syrah,Portugal,14.9,1,3,5,3,4,4,96.0,Ultra Premium,17,0,0,0,1,0,0,1,0
Torrontes,France,14.9,3,5,5,3,2,2,89.8,Premium,6,1,1,1,0,1,0,0,1
Nebbiolo,USA,12.3,4,1,3,2,2,2,81.5,Icon,13,0,1,1,1,1,0,0,0
Riesling,USA,14.5,1,4,2,3,3,2,90.5,Premium,16,1,0,1,0,1,0,1,1
Tempranillo,USA,14.8,1,1,5,1,5,1,93.4,Icon,7,1,0,1,0,1,1,0,0
Torrontes,USA,15.3,4,2,2,3,1,3,96.0,Ultra Premium,3,1,0,0,0,1,0,1,1
Sangiovese,USA,15.4,5,2,3,2,4,1,90.9,Entry,14,0,1,0,0,0,0,1,0
Nebbiolo,Chile,13.2,2,1,3,2,2,3,84.6,Entry,2,0,1,0,1,1,1,1,0
Garnacha,Argentina,14.7,4,2,2,4,2,3,96.1,Ultra Premium,4,1,0,0,0,1,0,0,0
Semillon,Spain,14.3,2,2,1,2,1,1,93.1,Entry,10,1,1,1,0,1,0,1,1
Chardonnay,France,11.2,1,2,3,2,4,3,84.8,Ultra Premium,12,1,1,1,0,1,0,0,1
Tempranillo,Portugal,14.5,2,4,1,4,2,3,84.4,Entry,5,1,0,0,0,0,1,0,1
Tempranillo,USA,13.8,4,2,3,2,4,3,97.6,Entry,3,1,0,1,0,0,1,1,0
Rose Blend,France,12.5,4,3,1,2,3,3,89.2,Premium,3,1,0,1,0,0,1,1,1
Rose Blend,Spain,12.0,5,2,1,2,2,4,87.5,Entry,2,1,0,1,0,0,1,1,1
Rose Blend,Italy,12.8,3,3,1,2,3,2,90.1,Premium,3,1,1,1,0,0,0,1,1
Rose Blend,USA,13.2,4,2,1,3,3,3,91.0,Premium,2,1,1,1,1,0,0,1,1
Rose Blend,Argentina,12.3,5,3,1,2,2,4,88.3,Entry,2,1,0,1,0,0,1,1,1
Rose Blend,Portugal,12.7,4,2,1,2,2,3,86.9,Entry,2,1,0,1,1,0,1,1,1
Rose Blend,Chile,12.4,5,3,1,2,3,4,89.7,Premium,3,1,0,1,0,0,1,0,1
Rose Blend,Germany,11.9,4,4,1,2,3,3,88.1,Entry,3,1,0,1,0,0,1,1,1
Rose Blend,Australia,13.1,3,2,1,3,3,2,90.8,Premium,2,1,1,1,0,0,0,1,1
Rose Blend,France,12.6,4,3,1,2,2,3,89.5,Premium,3,1,0,1,0,0,1,1,1
Rose Blend,Spain,12.2,5,2,1,2,2,4,87.9,Entry,2,1,0,1,0,0,1,1,1
Rose Blend,Italy,12.9,3,3,1,2,3,3,91.4,Premium,3,1,1,1,0,0,0,1,1
Rose Blend,USA,13.0,4,2,1,3,3,3,90.5,Premium,2,1,1,1,1,0,0,1,1
Rose Blend,Argentina,12.5,5,3,1,2,2,4,88.7,Entry,2,1,0,1,0,0,1,1,1
Rose Blend,Chile,12.3,5,2,1,2,2,4,87.8,Entry,2,1,0,1,0,0,1,1,1
Rose Blend,Portugal,12.8,4,2,1,2,3,3,89.9,Premium,3,1,0,1,1,0,1,1,1
Rose Blend,France,12.6,4,3,1,2,2,3,89.1,Premium,3,1,0,1,0,0,1,1,1
Rose Blend,Australia,13.2,3,2,1,3,3,2,90.6,Premium,2,1,1,1,0,0,0,1,1
Rose Blend,Italy,12.7,3,3,1,2,3,3,91.0,Premium,3,1,1,1,0,0,0,1,1
Rose Blend,Germany,11.8,4,4,1,2,2,3,88.0,Entry,3,1,0,1,0,0,1,1,1
Orange Wine,Italy,13.5,3,2,4,4,4,4,91.5,Premium,6,0,0,1,1,1,1,1,1
Orange Wine,Georgia,13.8,3,1,5,4,5,5,93.2,Ultra Premium,8,0,0,1,1,1,1,1,1
Orange Wine,Slovenia,13.2,4,2,4,3,5,4,92.1,Premium,6,0,0,1,1,1,1,1,1
Orange Wine,France,13.0,4,2,4,3,4,4,90.4,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Spain,13.3,3,1,5,4,5,5,91.9,Premium,7,0,0,1,1,1,1,1,1
Orange Wine,USA,13.7,3,2,4,4,5,4,92.8,Ultra Premium,6,0,0,1,1,1,1,1,1
Orange Wine,Argentina,13.4,4,2,4,3,4,4,90.7,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Chile,13.1,4,2,4,3,4,4,89.9,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Australia,13.6,3,2,5,4,5,5,92.0,Ultra Premium,7,0,0,1,1,1,1,1,1
Orange Wine,Germany,12.9,4,2,4,3,4,4,90.2,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Italy,13.5,3,1,5,4,5,5,93.4,Ultra Premium,8,0,0,1,1,1,1,1,1
Orange Wine,Georgia,13.9,3,1,5,4,5,5,94.1,Ultra Premium,9,0,0,1,1,1,1,1,1
Orange Wine,France,13.2,4,2,4,3,4,4,91.1,Premium,6,0,0,1,1,1,1,1,1
Orange Wine,Spain,13.4,3,1,5,4,5,5,92.6,Premium,7,0,0,1,1,1,1,1,1
Orange Wine,USA,13.6,3,2,4,4,4,4,91.9,Ultra Premium,6,0,0,1,1,1,1,1,1
Orange Wine,Chile,13.2,4,2,4,3,4,4,90.5,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Argentina,13.3,4,2,4,3,4,4,89.8,Premium,5,0,0,1,1,1,1,1,1
Orange Wine,Australia,13.7,3,2,5,4,5,5,92.7,Ultra Premium,7,0,0,1,1,1,1,1,1
Orange Wine,Italy,13.5,3,1,5,4,5,5,93.3,Ultra Premium,8,0,0,1,1,1,1,1,1
Orange Wine,Slovenia,13.3,4,2,4,3,5,4,92.4,Premium,6,0,0,1,1,1,1,1,1
Champagne,France,12.5,5,2,1,3,4,4,94.5,Icon,8,0,0,1,0,0,1,0,1
Champagne,France,12.0,5,3,1,2,4,4,92.3,Premium,6,0,0,1,0,0,1,0,1
Cava,Spain,11.8,5,2,1,2,3,3,90.1,Premium,4,0,0,1,0,0,1,0,1
Cava,Spain,12.2,4,3,1,2,3,3,89.5,Entry,3,0,0,1,0,0,1,0,1
Prosecco,Italy,11.5,4,3,1,2,2,2,88.7,Entry,2,0,0,1,0,0,0,0,1
Prosecco,Italy,11.8,4,2,1,2,3,2,89.2,Premium,3,0,0,1,0,0,0,0,1
Oporto,Portugal,19.5,2,5,3,5,5,5,95.8,Icon,20,1,1,0,1,1,0,0,0
Oporto,Portugal,20.0,2,5,4,5,5,5,96.2,Icon,25,1,1,0,1,1,0,0,0
Jerez,Spain,17.5,3,2,2,4,5,5,94.1,Premium,15,0,0,0,1,1,1,1,0
Jerez,Spain,18.0,2,1,3,4,5,5,93.7,Premium,12,0,0,0,1,1,1,1,0
Late harvest,France,11.0,4,5,1,3,4,5,92.9,Premium,10,1,0,1,0,0,0,0,1
Late harvest,Germany,10.5,5,5,1,3,4,5,93.6,Premium,12,1,0,1,0,0,0,0,1
Late harvest,Chile,11.2,4,5,1,3,4,5,91.8,Premium,8,1,0,1,0,0,0,0,1
Champagne,France,12.3,5,2,1,3,4,4,93.4,Icon,7,0,0,1,0,0,1,0,1
Cava,Spain,11.9,5,2,1,2,3,3,89.9,Premium,4,0,0,1,0,0,1,0,1
Prosecco,Italy,11.6,4,3,1,2,2,2,88.3,Entry,2,0,0,1,0,0,0,0,1
Oporto,Portugal,20.5,2,5,4,5,5,5,96.7,Icon,30,1,1,0,1,1,0,0,0
Jerez,Spain,18.5,2,1,3,4,5,5,94.8,Premium,18,0,0,0,1,1,1,1,0
Late harvest,Germany,10.8,5,5,1,3,4,5,93.1,Premium,11,1,0,1,0,0,0,0,1
Champagne,France,12.4,5,2,1,3,4,4,94.0,Icon,9,0,0,1,0,0,1,0,1
Cava,Spain,12.1,4,2,1,2,3,3,90.3,Premium,4,0,0,1,0,0,1,0,1
Prosecco,Italy,11.7,4,3,1,2,2,2,89.0,Entry,2,0,0,1,0,0,0,0,1
Oporto,Portugal,19.8,2,5,3,5,5,5,95.4,Icon,22,1,1,0,1,1,0,0,0
Jerez,Spain,17.8,3,2,2,4,5,5,93.5,Premium,14,0,0,0,1,1,1,1,0
Late harvest,France,11.1,4,5,1,3,4,5,92.4,Premium,9,1,0,1,0,0,0,0,1
Rose Blend,France,12.4,5,2,1,2,3,3,89.8,Premium,2,1,0,1,0,0,1,0,1
Rose Blend,Spain,12.1,5,3,1,2,2,4,88.2,Entry,2,1,0,1,0,0,1,0,1
Rose Blend,Italy,12.8,4,2,1,2,3,3,90.5,Premium,3,1,1,1,0,0,0,1,1
Rose Blend,USA,13.0,4,2,1,3,3,3,91.2,Premium,2,1,1,1,0,0,0,1,1
Rose Blend,Argentina,12.5,5,3,1,2,2,4,88.6,Entry,2,1,0,1,0,0,1,0,1
Rose Blend,Chile,12.6,5,2,1,2,3,4,89.9,Premium,3,1,0,1,0,0,1,0,1
Rose Blend,Portugal,12.3,4,2,1,2,2,3,87.8,Entry,2,1,0,1,0,0,1,0,1
Rose Blend,Germany,11.9,4,3,1,2,3,3,88.4,Entry,3,1,0,1,0,0,1,0,1
Rose Blend,Australia,13.1,3,2,1,3,3,2,90.9,Premium,2,1,1,1,0,0,0,1,1
Rose Blend,South Africa,12.7,4,2,1,2,3,3,89.3,Premium,2,1,0,1,0,0,1,0,1
Rose Blend,France,12.6,5,2,1,2,2,3,89.7,Premium,3,1,0,1,0,0,1,0,1
Rose Blend,Spain,12.4,5,3,1,2,2,4,87.9,Entry,2,1,0,1,0,0,1,0,1
Rose Blend,Italy,12.9,4,2,1,2,3,3,90.8,Premium,3,1,1,1,0,0,0,1,1
Rose Blend,USA,13.2,4,2,1,3,3,3,91.5,Premium,2,1,1,1,0,0,0,1,1
Rose Blend,Argentina,12.5,5,2,1,2,2,4,88.8,Entry,2,1,0,1,0,0,1,0,1
Rose Blend,Chile,12.3,5,2,1,2,3,4,89.5,Premium,3,1,0,1,0,0,1,0,1
Rose Blend,Portugal,12.8,4,2,1,2,3,3,88.6,Premium,3,1,0,1,0,0,1,0,1
Rose Blend,Germany,11.8,4,3,1,2,2,3,87.4,Entry,3,1,0,1,0,0,1,0,1
Rose Blend,Australia,13.0,3,2,1,3,3,2,90.3,Premium,2,1,1,1,0,0,0,1,1
Rose Blend,France,12.7,4,2,1,2,3,3,89.4,Premium,2,1,0,1,0,0,1,0,1
